BackendTime,ch0sens,ch1sens,ch2sens,ch3sens,temp0,temp1,system_status,system_time
1740240910723.266,39.05792617797852,211.82005310058597,3.6407217979431152,56.74176788330078,7.71875,15.9296875,1,3161623
1740240910741.781,39.080448150634766,211.84445190429688,3.670907974243164,50.848480224609375,7.71875,15.9296875,1,3161642
1740240910763.4705,39.07270812988281,211.8839111328125,3.670907974243164,53.41735076904297,7.71875,15.9296875,1,3161663
1740240910783.3103,39.08372497558594,211.84622192382807,3.572474718093872,55.53288650512695,7.71875,15.9296875,1,3161683
1740240910805.2334,39.085391998291016,211.81854248046875,3.624972343444824,54.8528938293457,7.71875,15.9296875,1,3161705
1740240910824.5142,39.08888626098633,211.8447265625,3.635472059249878,55.15511322021485,7.71875,15.9140625,1,3161725
1740240910845.2727,39.10872268676758,211.83729553222656,3.627597332000733,53.41735076904297,7.71875,15.9140625,1,3161745
1740240910867.0562,39.10055160522461,211.81106567382807,3.6604084968566895,56.74176788330078,7.71875,15.9140625,1,3161766
1740240910886.529,39.099369049072266,211.8395538330078,3.622347593307495,56.1373291015625,7.71875,15.9140625,1,3161786
1740240910907.2175,39.09318542480469,211.8409118652344,3.617097854614258,53.568458557128906,7.6796875,16.0,1,3161807
1740240910927.5508,39.07383728027344,211.8195037841797,3.645971536636353,53.94623565673828,7.6796875,16.0,1,3161827
1740240910948.9229,39.06233215332031,211.85353088378903,3.618410110473633,54.7017822265625,7.6796875,16.0,1,3161848
1740240910968.286,39.03325271606445,211.8775634765625,3.6328470706939697,57.195098876953125,7.6796875,16.0,1,3161868
1740240910989.8962,38.98331832885742,211.847412109375,3.666970729827881,57.04398727416992,7.7421875,15.9765625,1,3161889
1740240911008.8848,39.00331497192383,211.8562164306641,3.6787827014923096,54.09734344482422,7.7421875,15.9765625,1,3161909
1740240911029.427,38.98966217041016,211.8521423339844,3.68796968460083,55.381778717041016,7.7421875,15.9765625,1,3161929
1740240911050.8264,39.05120849609375,211.814453125,3.639409303665161,54.24845504760742,7.7421875,15.9765625,1,3161950
1740240911070.3433,39.07587814331055,211.8462829589844,3.631534576416016,54.777339935302734,7.7421875,15.9453125,1,3161970
1740240911090.7915,39.086307525634766,211.83580017089844,3.656471014022827,52.888465881347656,7.7421875,15.9453125,1,3161990
1740240911111.012,39.099369049072266,211.83718872070312,3.6446590423583984,55.60844421386719,7.6796875,15.9453125,1,3162011
1740240911131.3752,39.07426834106445,211.8413848876953,3.6302223205566406,54.4751205444336,7.6796875,15.9453125,1,3162031
