BackendTime,servoVoltage,ch0sens,ch1sens,ch2sens,ch3sens,ch4sens,ch5sens,flowmeter,Of,FuelFlowCalc,oxAngle,fuelAngle,system_status,system_time
1740240910730.9722,5.981255054473877,0.987322211265564,0.994130790233612,1.199946045875549,1.033108830451965,33.57347869873047,720.0,0.0,,,0,0,65537,298108
1740240910749.1094,5.981255054473877,0.9818754196166992,0.9882539510726928,1.1994264125823977,1.0335443019866943,33.584285736083984,690.0,0.0,,,0,0,65537,298125
1740240910771.1345,5.981255054473877,0.974547266960144,0.9997568130493164,1.2004297971725464,1.0309748649597168,33.56745910644531,677.0,0.0,,,0,0,65537,298146
1740240910789.924,5.981255054473877,0.9826279282569884,0.9966391921043396,1.193280816078186,1.031071662902832,33.56498718261719,663.0,0.0,,,0,0,65537,298166
1740240910812.583,5.981255054473877,0.9719851016998292,0.9991655349731444,1.197813868522644,1.0349901914596558,33.57170486450195,698.0,0.0,,,0,0,65537,298188
1740240910832.622,5.981255054473877,0.9729705452919006,0.9933961629867554,1.2034757137298584,1.0336893796920776,33.56267547607422,663.0,0.0,,,0,0,65537,298208
1740240910853.061,6.006403923034668,0.9774677753448486,0.9905831813812256,1.1946783065795898,1.034753680229187,33.57052230834961,696.0,0.0,,,0,0,65537,298228
1740240910873.713,5.981255054473877,0.9615751504898072,0.987178921699524,1.1916145086288452,1.0324476957321167,33.58966064453125,680.0,0.0,,,0,0,65537,298249
1740240910893.492,5.981255054473877,0.9765539765357972,0.988146424293518,1.207202434539795,1.0329744815826416,33.58525085449219,732.0,0.0,,,0,0,65537,298269
1740240910914.9216,5.977063655853272,0.977252721786499,0.9934678673744202,1.1985843181610107,1.0334959030151367,33.58385467529297,711.0,0.0,,,0,0,65537,298290
1740240910934.2583,5.985446929931641,0.990224838256836,0.9853334426879884,1.1960400342941284,1.0333399772644043,33.5454216003418,679.0,0.0,,,0,0,65537,298310
1740240910955.4958,5.981255054473877,0.980710744857788,0.9921777844429016,1.2029023170471191,1.0349041223526,33.568748474121094,704.0,0.0,,,0,0,65537,298331
1740240910976.1057,5.981255054473877,0.9937724471092224,0.9914252758026124,1.1944096088409424,1.0361995697021484,33.57374954223633,655.0,0.0,,,0,0,65537,298351
1740240910996.4597,6.002212524414063,0.9815349578857422,0.999989688396454,1.1914710998535156,1.0339044332504272,33.5656852722168,722.0,0.0,,,0,0,65537,298372
1740240911016.536,5.981255054473877,0.9712146520614624,0.993790328502655,1.1855584383010864,1.0341086387634275,33.56423568725586,695.0,0.0,,,0,0,65537,298392
1740240911037.1775,5.981255054473877,0.9768585562705994,0.9878418445587158,1.1919728517532349,1.0350385904312134,33.563106536865234,685.0,0.0,,,0,0,65537,298412
1740240911057.475,6.014787197113037,0.9780052900314332,0.9793490767478944,1.1938362121582031,1.0333077907562256,33.56466293334961,669.0,0.0,,,0,0,65537,298433
1740240911078.3198,5.981255054473877,0.9769302606582642,0.977252721786499,1.1894464492797852,1.0365866422653198,33.569664001464844,687.0,0.0,,,0,0,65537,298453
1740240911097.4172,5.985446929931641,0.965104877948761,0.9807286858558656,1.1864722967147827,1.0338560342788696,33.57858657836914,704.0,0.0,,,0,0,65537,298473
1740240911118.6655,6.006403923034668,0.956522524356842,0.9913356900215148,1.19930100440979,1.0332324504852295,33.58369445800781,677.0,0.0,,,0,0,65537,298494
1740240911139.1064,5.985446929931641,0.9705158472061156,0.9853871464729308,1.1972047090530396,1.034613847732544,33.590572357177734,710.0,0.0,,,0,0,65537,298514
1740240911158.5098,5.981255054473877,0.978704035282135,0.9773064851760864,1.1843938827514648,1.033952713012695,33.54891586303711,695.0,0.0,,,0,0,65537,298534
1740240911179.9663,6.006403923034668,0.955626666545868,0.978632390499115,1.1942124366760254,1.033893585205078,33.52634048461914,658.0,0.0,,,0,0,65537,298555
1740240911199.1958,6.002212524414063,0.9728988409042358,0.9904040098190308,1.179914474487305,1.0321950912475586,33.56181716918945,726.0,0.0,,,0,0,65537,298575
1740240911220.5088,5.985446929931641,0.9713042378425598,0.9945428967475892,1.1858272552490234,1.0355652570724487,33.59530258178711,698.0,0.0,,,0,0,65537,298596
1740240911240.6377,6.035744667053223,0.967075765132904,0.9991475939750672,1.185289740562439,1.0347644090652466,33.56272888183594,684.0,0.0,,,0,0,65537,298616
1740240911263.4526,5.977063655853272,0.9758731126785278,1.0005989074707031,1.1731059551239014,1.035070776939392,33.574180603027344,658.0,0.0,,,0,0,65537,298637
1740240911283.3608,5.981255054473877,0.9728988409042358,0.9795820116996764,1.177997350692749,1.033898949623108,33.57428741455078,683.0,0.0,,,0,0,65537,298660
1740240911303.225,5.96029806137085,0.9731855392456056,0.996657133102417,1.1829605102539062,1.03553307056427,33.57111358642578,661.0,0.0,,,0,0,65537,298680
1740240911323.5232,6.006403923034668,0.960267186164856,0.9911385774612428,1.1877084970474243,1.0320284366607666,33.59519577026367,666.0,0.0,,,0,0,65537,298700
1740240911344.5942,5.981255054473877,0.9660723805427552,0.9980546236038208,1.1853792667388916,1.034393548965454,33.592830657958984,657.0,0.0,,,0,0,65537,298721
1740240911365.0625,5.981255054473877,0.966627836227417,0.9872326254844666,1.1862751245498655,1.0341300964355469,33.58804702758789,710.0,0.0,,,0,0,65537,298742
1740240911386.3196,5.985446929931641,0.965660274028778,0.9940590858459472,1.1856122016906738,1.0339635610580444,33.588478088378906,697.0,0.0,,,0,0,65537,298762
1740240911405.5928,6.500999927520752,0.9585471749305724,1.0029102563858032,1.1935495138168335,1.036274790763855,33.604225158691406,666.0,0.0,,,0,0,65537,298782
1740240911429.01,6.035744667053223,0.972200095653534,0.9942741394042968,1.1868664026260376,1.0345064401626587,33.60858154296875,662.0,0.0,,,0,0,65537,298802
1740240911447.381,5.981255054473877,0.9829862713813782,1.002014398574829,1.187332272529602,1.0340441465377808,33.59584045410156,675.0,0.0,,,0,0,65537,298823
1740240911467.6272,6.672851085662842,0.9792236685752868,1.000258445739746,1.1833008527755735,1.0341624021530151,33.59003448486328,690.0,0.0,,,0,0,65537,298844
1740240911489.2063,5.985446929931641,0.964101493358612,0.9881643652915956,1.1877981424331665,1.0332647562026978,33.57579040527344,657.0,0.0,,,0,0,65537,298866
1740240911510.4702,5.77168083190918,0.9661261439323424,0.9976425766944884,1.1935316324234009,1.0343021154403689,33.58224105834961,676.0,0.0,,,0,0,65537,298886
1740240911530.348,5.981255054473877,0.9673265814781188,0.978668212890625,1.1742526292800903,1.034334421157837,33.580413818359375,662.0,0.0,,,0,0,65537,298907
1740240911550.536,5.985446929931641,0.9706233739852904,0.9794744849205016,1.192599892616272,1.034947156906128,33.599334716796875,677.0,0.0,,,0,0,65537,298928
1740240911573.0093,5.993829727172852,0.9752639532089232,0.985172152519226,1.1824229955673218,1.0345762968063354,33.61589050292969,629.0,0.0,,,0,0,65537,298949
1740240911593.3674,5.981255054473877,0.9820187091827391,0.9903144240379332,1.183874249458313,1.033178687095642,33.60476303100586,673.0,0.0,,,0,0,65537,298969
1740240911614.6577,5.981255054473877,0.9508248567581176,0.9880030751228333,1.1876368522644043,1.0337108373641968,33.585628509521484,650.0,0.0,,,0,0,65537,298990
1740240911636.1963,6.002212524414063,0.9653019309043884,0.986283004283905,1.1825484037399292,1.0364630222320557,33.56466293334961,696.0,0.0,,,0,0,65537,299011
1740240911655.3845,5.977063655853272,0.9732571840286256,0.9879493117332458,1.177585244178772,1.0341300964355469,33.5739631652832,698.0,0.0,,,0,0,65537,299031
1740240911675.9736,5.981255054473877,0.9550174474716188,0.9930736422538756,1.1763848066329956,1.0335711240768433,33.587242126464844,684.0,0.0,,,0,0,65537,299051
1740240911695.5977,6.148914337158203,0.9722538590431212,0.997248351573944,1.1738406419754028,1.0334851741790771,33.57788848876953,675.0,0.0,,,0,0,65537,299071
1740240911717.1758,5.985446929931641,0.9646748304367064,0.9945607781410216,1.1808820962905884,1.035301923751831,33.5987434387207,697.0,0.0,,,0,0,65537,299092
1740240911737.8027,6.002212524414063,0.9665561318397522,0.9905652403831482,1.1721025705337524,1.0360329151153564,33.57084655761719,644.0,0.0,,,0,0,65537,299114
1740240911759.1394,5.981255054473877,0.968114972114563,0.9839179515838624,1.1797711849212646,1.0354416370391846,33.569557189941406,657.0,0.0,,,0,0,65537,299134
1740240911780.4182,5.981255054473877,0.9715012907981871,0.9902786016464232,1.1733747720718384,1.0343236923217771,33.568267822265625,648.0,0.0,,,0,0,65537,299155
1740240911801.193,5.977063655853272,0.9776827692985536,1.0025339126586914,1.1778899431228638,1.0342108011245728,33.553646087646484,675.0,0.0,,,0,0,65537,299176
1740240911820.095,5.981255054473877,0.9715192317962646,0.9931811690330504,1.1980468034744265,1.033780813217163,33.570899963378906,679.0,0.0,,,0,0,65537,299195
1740240911841.463,5.993829727172852,0.9635460376739502,0.9880926609039308,1.1926895380020142,1.0317597389221191,33.60841751098633,652.0,0.0,,,0,0,65537,299216
1740240911861.33,5.981255054473877,0.9563971161842346,0.9904218912124634,1.189141869544983,1.0346407890319824,33.60401153564453,663.0,0.0,,,0,0,65537,299237
1740240911881.9883,5.993829727172852,0.9617902040481568,1.001924753189087,1.1872963905334473,1.0337753295898438,33.5946044921875,700.0,0.0,,,0,0,65537,299257
1740240911903.3345,5.981255054473877,0.9550891518592834,0.9871609807014464,1.1783199310302734,1.0337538719177246,33.56654739379883,670.0,0.0,,,0,0,65537,299278
1740240911923.7866,5.985446929931641,0.9574542045593262,0.9942741394042968,1.187421798706055,1.0333399772644043,33.57638168334961,620.0,0.0,,,0,0,65537,299299
1740240911944.0464,5.993829727172852,0.9632952213287354,0.9903502464294434,1.188819408416748,1.0320123434066772,33.562889099121094,650.0,0.0,,,0,0,65537,299319
1740240911964.369,5.985446929931641,0.9565045833587646,1.0037881135940552,1.185988426208496,1.0334796905517578,33.588905334472656,712.0,0.0,,,0,0,65537,299339
1740240911984.4795,5.985446929931641,0.9544441103935242,1.0052752494812012,1.1825841665267944,1.033130407333374,33.59186172485352,670.0,0.0,,,0,0,65537,299360
1740240912004.8477,6.006403923034668,0.9680970311164856,0.9935036897659302,1.1903423070907593,1.034780502319336,33.618255615234375,675.0,0.0,,,0,0,65537,299380
1740240912025.3623,5.981255054473877,0.9723255038261414,0.9835596084594728,1.1887118816375732,1.032565951347351,33.63217544555664,675.0,0.0,,,0,0,65537,299400
1740240912046.298,5.981255054473877,0.9732213616371156,0.9864442944526672,1.1870993375778198,1.033893585205078,33.614009857177734,659.0,0.0,,,0,0,65537,299421
1740240912066.7537,5.981255054473877,0.9675416350364684,0.987214744091034,1.1892672777175903,1.0323617458343506,33.62357711791992,669.0,0.0,,,0,0,65537,299442
1740240912086.8147,5.981255054473877,0.9654811024665833,0.9939516186714172,1.18428635597229,1.034947156906128,33.61298751831055,657.0,0.0,,,0,0,65537,299462
1740240912106.9148,5.981255054473877,0.9695841670036316,0.9949728846549988,1.1908440589904783,1.0334044694900513,33.615028381347656,710.0,0.0,,,0,0,65537,299482
1740240912126.9043,5.993829727172852,0.970085859298706,1.000706434249878,1.20449697971344,1.0316306352615356,33.624061584472656,663.0,0.0,,,0,0,65537,299502
1740240912148.1648,5.981255054473877,0.9684911966323853,0.9883076548576356,1.1908440589904783,1.0325820446014404,33.62384414672852,675.0,0.0,,,0,0,65537,299523
1740240912169.2563,5.993829727172852,0.9591742753982544,0.9997926354408264,1.2013435363769531,1.032480001449585,33.618038177490234,698.0,0.0,,,0,0,65537,299544
1740240912189.7493,6.0273613929748535,0.9621126651763916,0.9821799993515016,1.1896077394485474,1.0331465005874634,33.62787628173828,704.0,0.0,,,0,0,65537,299565
1740240912210.5862,6.006403923034668,0.9604105353355408,0.9865338802337646,1.2022035121917725,1.031915545463562,33.59584045410156,725.0,0.0,,,0,0,65537,299585
1740240912231.408,5.981255054473877,0.9697991609573364,0.9851900935173036,1.188550591468811,1.0316414833068848,33.602237701416016,700.0,0.0,,,0,0,65537,299606
1740240912251.6353,5.981255054473877,0.9766077399253844,0.9808899164199828,1.1858989000320437,1.0319262742996216,33.60019302368164,661.0,0.0,,,0,0,65537,299627
1740240912272.1646,5.985446929931641,0.9722538590431212,0.9951162338256836,1.1792336702346802,1.0318779945373535,33.56396484375,641.0,0.0,,,0,0,65537,299647
1740240912287.6648,5.981255054473877,0.9636356234550476,0.9905473589897156,1.190629005432129,1.0328078269958496,33.57079315185547,716.0,0.0,,,0,0,65537,299665
1740240912309.5864,5.930956840515137,0.9660723805427552,0.9989146590232848,1.1858272552490234,1.0327379703521729,33.58417510986328,679.0,0.0,,,0,0,65537,299687
1740240912329.9744,6.014787197113037,0.9639581441879272,0.9880210161209106,1.1857913732528689,1.034038782119751,33.56945037841797,657.0,0.0,,,0,0,65537,299707
1740240912351.491,5.981255054473877,0.9708383679389954,0.9823770523071288,1.185701847076416,1.0353825092315674,33.5774040222168,688.0,0.0,,,0,0,65537,299728
1740240912370.8416,5.985446929931641,0.9756401777267456,1.0043615102767944,1.1748260259628296,1.0317113399505615,33.574825286865234,646.0,0.0,,,0,0,65537,299748
1740240912392.3447,5.981255054473877,0.9506277441978456,1.00375235080719,1.1701854467391968,1.0312060117721558,33.5753059387207,720.0,0.0,,,0,0,65537,299769
1740240912413.3037,5.993829727172852,0.9584217667579652,1.0072641372680664,1.1779078245162964,1.031684398651123,33.579444885253906,679.0,0.0,,,0,0,65537,299790
1740240912433.9785,6.006403923034668,0.9654632210731506,0.9999001026153564,1.1766356229782104,1.033157229423523,33.55488204956055,667.0,0.0,,,0,0,65537,299810
1740240912452.777,5.977063655853272,0.9628114700317384,1.0079270601272583,1.186095952987671,1.032442331314087,33.59530258178711,669.0,0.0,,,0,0,65537,299830
1740240912474.4524,5.926765441894531,0.950466513633728,0.9927332401275636,1.1835875511169434,1.0317381620407104,33.60643005371094,679.0,0.0,,,0,0,65537,299851
1740240912494.89,5.981255054473877,0.9720746874809264,0.9964241981506348,1.1851284503936768,1.0308351516723633,33.59503555297852,673.0,0.0,,,0,0,65537,299871
1740240912516.3352,5.993829727172852,0.9704621434211732,0.988182246685028,1.1937466859817505,1.0317758321762085,33.56815719604492,710.0,0.0,,,0,0,65537,299893
1740240912536.9663,5.981255054473877,0.9671832919120787,0.9886301755905152,1.1998564004898071,1.0324584245681765,33.57987594604492,650.0,0.0,,,0,0,65537,299913
1740240912558.741,5.889042377471924,0.98361337184906,0.9919627904891968,1.1961296796798706,1.031200647354126,33.59535598754883,689.0,0.0,,,0,0,65537,299935
1740240912579.441,5.993829727172852,0.989185631275177,0.9849929809570312,1.1894464492797852,1.0301417112350464,33.63438034057617,664.0,0.0,,,0,0,65537,299954
1740240912599.6233,5.977063655853272,0.9706054329872132,0.9875551462173462,1.200178861618042,1.0320069789886477,33.60013961791992,706.0,0.0,,,0,0,65537,299975
1740240912619.76,5.977063655853272,0.982789158821106,0.9856738448143004,1.189894437789917,1.03426992893219,33.61250305175781,635.0,0.0,,,0,0,65537,299995
1740240912639.8196,6.035744667053223,0.9780948758125304,0.986587643623352,1.1868842840194702,1.032759428024292,33.6283073425293,704.0,0.0,,,0,0,65537,300015
1740240912661.049,5.981255054473877,0.9787936210632324,0.9826279282569884,1.1986738443374634,1.03468918800354,33.63126373291016,651.0,0.0,,,0,0,65537,300036
1740240912681.2112,5.985446929931641,0.9747443199157716,0.9779335856437684,1.1990859508514404,1.0337270498275757,33.646583557128906,693.0,0.0,,,0,0,65537,300056
1740240912702.2444,5.90161657333374,0.9850467443466188,0.986659288406372,1.1931016445159912,1.0329368114471436,33.659912109375,685.0,0.0,,,0,0,65537,300077
1740240912724.8904,6.002212524414063,0.9821441769599916,0.980603277683258,1.1852538585662842,1.0306954383850098,33.650238037109375,705.0,0.0,,,0,0,65537,300098
1740240912744.0354,5.977063655853272,0.9874476790428162,0.991711974143982,1.200447678565979,1.0321789979934692,33.663997650146484,673.0,0.0,,,0,0,65537,300120
1740240912764.8906,5.985446929931641,0.9864084720611572,0.9808899164199828,1.1934778690338137,1.0353771448135376,33.66351318359375,658.0,0.0,,,0,0,65537,300141
