BackendTime,ch0sens,ch1sens,ch2sens,ch3sens,temp0,temp1,system_status,system_time
1740321429250.8735,36.05492782592773,183.0780029296875,1.1300148963928225,36.71970748901367,,14.4765625,1,16159086
1740321429269.6624,36.04611206054688,183.10423278808597,1.1195154190063477,39.21302032470703,,14.4765625,1,16159105
1740321429291.121,36.01719284057617,183.0694580078125,1.1234526634216309,38.0041389465332,,14.4765625,1,16159126
1740321429311.2646,35.97230911254883,183.08262634277344,1.1720131635665894,38.835243225097656,,14.40625,1,16159146
1740321429332.0469,35.94806671142578,183.0728912353516,1.1720131635665894,39.66634750366211,,14.40625,1,16159167
1740321429353.7607,36.00773239135742,183.11122131347656,1.1602011919021606,38.07969665527344,,14.40625,1,16159189
1740321429384.9795,35.96951675415039,183.05661010742188,1.1628260612487793,38.91080093383789,,14.40625,1,16159220
1740321429396.6855,36.00907516479492,183.02633666992188,1.1641385555267334,36.4930419921875,,14.4375,1,16159232
1740321429415.7598,36.00912857055664,183.07730102539065,1.1536389589309692,38.38191604614258,,14.4375,1,16159251
1740321429437.5696,36.00225067138672,183.05799865722656,1.1365771293640137,39.43968200683594,,14.4375,1,16159272
1740321429456.533,35.99440383911133,183.0603179931641,1.156263828277588,39.1374626159668,,14.4375,1,16159292
1740321429478.2156,35.983760833740234,183.0244140625,1.1090158224105835,38.230804443359375,,14.4375,1,16159313
1740321429496.6558,35.97010803222656,183.08294677734372,1.1470767259597778,40.4218978881836,,14.4375,1,16159332
1740321429517.555,36.024986267089844,183.07606506347656,1.1182029247283936,39.81745910644531,,14.4375,1,16159353
1740321429539.7556,35.99332809448242,183.0333251953125,1.174638032913208,41.25300216674805,,14.4765625,1,16159374
1740321429559.705,35.992576599121094,183.02752685546875,1.124765157699585,40.87522888183594,,14.4765625,1,16159395
1740321429579.529,35.9991340637207,183.06643676757807,1.116890549659729,37.62636566162109,,14.4765625,1,16159415
1740321429601.775,36.05320739746094,183.05392456054688,1.174638032913208,38.98635482788086,,14.4765625,1,16159436
1740321429622.2595,35.9918212890625,183.0820770263672,1.1405144929885864,39.81745910644531,,14.453125,1,16159458
