BackendTime,servoVoltage,ch0sens,ch1sens,ch2sens,ch3sens,ch4sens,ch5sens,flowmeter,Of,FuelFlowCalc,oxAngle,fuelAngle,system_status,system_time
1740311784508.0403,5.993829727172852,0.8930238485336304,0.93856942653656,1.1568551063537598,1.006609320640564,32.95254135131836,672.0,0.0,-0.9812649488449096,0.0,0,0,65537,763149
1740311784530.6472,6.035744667053223,0.8852835893630981,0.9335705637931824,1.1504228115081787,1.0094635486602783,32.980491638183594,646.0,0.0,-0.9812649488449096,0.0,0,0,65537,763169
1740311784546.5342,6.002212524414063,0.8878457546234131,0.9346814155578612,1.1456388235092163,1.0111243724822998,32.98221206665039,710.0,0.0,-0.9812649488449096,0.0,0,0,65537,763189
1740311784565.668,5.981255054473877,0.8848536014556885,0.9349143505096436,1.1492223739624023,1.01258647441864,32.98737335205078,710.0,0.0,-0.9812649488449096,0.0,0,0,65537,763209
1740311784605.6155,6.236936092376709,0.893005907535553,0.941131591796875,1.1412670612335205,1.011285662651062,32.985008239746094,712.0,0.0,-0.9812649488449096,0.0,0,0,65537,763247
1740311784612.473,6.044127464294434,0.8825422525405884,0.9400386810302734,1.143435001373291,1.010839581489563,32.96828842163086,672.0,0.0,-0.9812649488449096,0.0,0,0,65537,763255
1740311784627.7583,5.993829727172852,0.8792275786399841,0.9394832253456116,1.1491327285766602,1.0132207870483398,32.964202880859375,684.0,0.0,-0.9812649488449096,0.0,0,0,65537,763271
1740311784652.003,6.006403923034668,0.8744078278541565,0.9290733337402344,1.1466064453125,1.011414647102356,32.94743347167969,660.0,0.0,-0.9812649488449096,0.0,0,0,65537,763294
1740311784671.315,5.993829727172852,0.8746945261955261,0.938121497631073,1.1480755805969238,1.0089044570922852,32.95237731933594,616.0,0.0,-0.9812649488449096,0.0,0,0,65537,763313
1740311784692.5984,6.006403923034668,0.8806430697441101,0.9396803379058838,1.13909912109375,1.0114253759384155,32.96468734741211,668.0,0.0,-0.9812649488449096,0.0,0,0,65537,763335
1740311784713.6448,5.993829727172852,0.8766654133796692,0.9443208575248718,1.1505123376846311,1.010570764541626,32.970977783203125,659.0,0.0,-0.9812649488449096,0.0,0,0,65537,763355
1740311784731.7695,5.993829727172852,0.8779733777046204,0.9481014013290404,1.1526623964309692,1.008297085762024,32.98006057739258,675.0,0.0,-0.9812649488449096,0.0,0,0,65537,763374
1740311784752.0283,6.006403923034668,0.8734045028686523,0.9668786525726318,1.149867296218872,1.0094151496887207,32.97151565551758,668.0,0.0,-0.9812649488449096,0.0,0,0,65537,763394
1740311784772.532,5.943531513214111,0.8834739923477173,0.9429233074188232,1.1526445150375366,1.0096032619476318,32.96796798706055,666.0,0.0,-0.9812649488449096,0.0,0,0,65537,763414
1740311784793.9802,5.993829727172852,0.8791917562484741,0.948531448841095,1.1499927043914795,1.0104955434799194,32.96662521362305,689.0,0.0,-0.9812649488449096,0.0,0,0,65537,763437
1740311784815.1853,5.985446929931641,0.8697673082351685,0.9443208575248718,1.1561025381088257,1.010828733444214,32.96269989013672,693.0,0.0,-0.9812649488449096,0.0,0,0,65537,763456
