BackendTime,ch0sens,ch1sens,ch2sens,ch3sens,temp0,temp1,system_status,system_time
1740243175650.36,39.4454231262207,192.09500122070312,3.1892406940460205,50.99959182739258,8.1328125,12.4921875,1,5426568
1740243175670.7896,39.43606948852539,192.17718505859372,3.1800537109375,50.24404144287109,8.1328125,12.4921875,1,5426589
1740243175693.3394,39.43177032470703,192.1129608154297,3.211552381515503,50.69737243652344,8.171875,12.46875,1,5426609
1740243175720.1846,39.41741561889648,192.09312438964844,3.1721789836883545,52.66180038452149,8.171875,12.46875,1,5426632
1740243175732.1133,39.39828109741211,192.12144470214844,3.2023651599884038,54.32400894165039,8.171875,12.46875,1,5426650
1740243175753.535,39.41005325317383,192.1310272216797,3.215489625930786,51.52847671508789,8.171875,12.46875,1,5426671
1740243175772.327,39.42843627929688,192.1305389404297,3.2246768474578857,50.99959182739258,8.171875,12.515625,1,5426690
1740243175794.2913,39.37763977050781,192.1020965576172,3.199740409851074,53.41735076904297,8.171875,12.515625,1,5426712
1740243175814.32,39.39537811279297,192.1380615234375,3.1892406940460205,50.6218147277832,8.203125,12.515625,1,5426732
1740243175835.4585,39.37769317626953,192.09849548339844,3.199740409851074,51.45292282104492,8.203125,12.515625,1,5426754
1740243175855.4336,39.37672805786133,192.1251678466797,3.229926586151123,52.73735427856445,8.203125,12.5859375,1,5426774
1740243175876.9785,39.42381286621094,192.09613037109372,3.21680212020874,48.65738677978516,8.203125,12.5859375,1,5426795
1740243175898.1716,39.39161682128906,192.11752319335935,3.181366205215454,52.0573616027832,8.1953125,12.5859375,1,5426816
1740243175921.8125,39.43074798583984,192.1025848388672,3.2076148986816406,52.20846939086914,8.1953125,12.5859375,1,5426837
1740243175938.8416,39.44746398925781,192.09329223632807,3.182678461074829,50.3951530456543,8.1953125,12.5859375,1,5426857
1740243175960.0498,39.41865539550781,192.08673095703125,3.183990955352783,49.71515655517578,8.1953125,12.5859375,1,5426878
1740243175980.838,39.38860702514648,192.11398315429688,3.2049901485443115,48.05294799804688,8.1796875,12.5234375,1,5426899
1740243176001.5142,39.42752456665039,192.13951110839844,3.210239887237549,52.96401977539063,8.1796875,12.5234375,1,5426920
1740243176019.6306,39.39957046508789,192.10247802734372,3.2023651599884038,49.33738327026367,8.1796875,12.5234375,1,5426938
1740243176040.67,39.40715026855469,192.1088714599609,3.195802927017212,54.32400894165039,8.1796875,12.5234375,1,5426958
1740243176059.5789,39.359474182128906,192.1516571044922,3.22598934173584,50.92403793334961,8.1796875,12.5234375,1,5426978
1740243176081.0686,39.386024475097656,192.07603454589844,3.1892406940460205,52.284027099609375,8.1796875,12.4765625,1,5426998
1740243176102.3684,39.384952545166016,192.09263610839844,3.2089273929595947,51.22625732421875,8.1796875,12.4765625,1,5427020
1740243176122.4463,39.42214584350586,192.11441040039065,3.211552381515503,52.888465881347656,8.2578125,12.4765625,1,5427040
1740243176144.9626,39.41714859008789,192.12527465820312,3.1761162281036377,53.11513137817383,8.2578125,12.4765625,1,5427061
1740243176165.4387,39.3742561340332,192.1443023681641,3.164304256439209,51.60403060913086,8.2578125,12.4765625,1,5427083
1740243176186.2554,39.40414047241211,192.1223602294922,3.210239887237549,50.99959182739258,8.2578125,12.4765625,1,5427104
1740243176207.2104,39.40983963012695,192.1116180419922,3.1892406940460205,51.75514221191406,8.1796875,12.4765625,1,5427125
1740243176227.8232,39.39946365356445,192.11166381835935,3.2036776542663574,48.20405960083008,8.1796875,12.4765625,1,5427146
1740243176245.8274,39.440528869628906,192.09500122070312,3.1853034496307373,51.07514572143555,8.1796875,12.4765625,1,5427164
1740243176268.348,39.41290283203125,192.122802734375,3.187928438186645,52.66180038452149,8.1796875,12.4765625,1,5427187
1740243176288.2556,39.37946701049805,192.10128784179688,3.194490432739258,48.9596061706543,8.1796875,12.46875,1,5427206
1740243176307.4983,39.37446975708008,192.12306213378903,3.223364353179932,52.284027099609375,8.1796875,12.46875,1,5427226
1740243176329.001,39.414676666259766,192.13612365722656,3.2364888191223145,50.69737243652344,8.234375,12.46875,1,5427247
1740243176349.88,39.38909149169922,192.11279296875,3.165616750717163,52.0573616027832,8.234375,12.46875,1,5427268
1740243176369.2432,39.3889274597168,192.1203765869141,3.181366205215454,53.0395736694336,8.234375,12.4921875,1,5427288
1740243176390.2842,39.3993034362793,192.12403869628903,3.194490432739258,51.30181121826172,8.234375,12.4921875,1,5427309
1740243176411.278,39.37807083129883,192.13563537597656,3.2049901485443115,49.86626815795898,8.2890625,12.4921875,1,5427330
1740243176432.461,39.36436462402344,192.1023712158203,3.2404260635375977,50.3951530456543,8.2890625,12.4921875,1,5427350
1740243176452.8591,39.395484924316406,192.1142425537109,3.2089273929595947,50.6218147277832,8.2890625,12.4921875,1,5427371
