BackendTime,ch0sens,ch1sens,ch2sens,ch3sens,temp0,temp1,system_status,system_time
1740308591947.7578,35.975372314453125,206.19224548339844,2.7836954593658447,46.239627838134766,,14.0,1,3321636
1740308591968.0105,35.987308502197266,206.2197113037109,2.8099441528320312,46.08852005004883,,14.0,1,3321656
1740308591988.1665,35.9450569152832,206.23159790039065,2.769258499145508,42.764102935791016,,13.921875,1,3321676
1740308592009.386,35.949249267578125,206.22100830078125,2.828318357467652,44.04853439331055,,13.921875,1,3321697
1740308592029.6646,35.91673278808594,206.21585083007807,2.79419493675232,44.19964599609375,,13.921875,1,3321717
1740308592048.5735,35.92871856689453,206.2800750732422,2.7640087604522705,44.652976989746094,,13.921875,1,3321737
1740308592068.847,35.95075607299805,206.2232666015625,2.78500771522522,43.217430114746094,,13.921875,1,3321757
1740308592090.088,35.929683685302734,206.1909027099609,2.802069664001465,44.879638671875,,13.921875,1,3321778
1740308592110.0295,35.944091796875,206.1973571777344,2.792882442474365,43.746315002441406,,13.96875,1,3321798
1740308592130.6028,35.95978546142578,206.2393341064453,2.771883249282837,44.879638671875,,13.96875,1,3321819
1740308592150.5964,35.99375534057617,206.1962738037109,2.8178188800811768,44.72853088378906,,13.96875,1,3321839
1740308592170.9497,35.988380432128906,206.22874450683597,2.80338191986084,44.50186538696289,,13.96875,1,3321859
1740308592192.2517,35.987735748291016,206.2489013671875,2.836193084716797,44.652976989746094,,13.90625,1,3321880
1740308592213.1543,35.973976135253906,206.2633056640625,2.7784454822540283,45.55963516235352,,13.90625,1,3321901
1740308592233.691,35.99279022216797,206.22412109375,2.80338191986084,44.50186538696289,,13.90625,1,3321921
1740308592253.3806,35.94247817993164,206.227783203125,2.773195743560791,45.63518905639648,,13.90625,1,3321941
1740308592274.1094,35.93532943725586,206.21519470214844,2.792882442474365,45.181861877441406,,13.9453125,1,3321962
1740308592295.0342,36.02450180053711,206.2360076904297,2.8322558403015137,44.27519989013672,,13.9453125,1,3321983
